item_id,truck_type,year,make,model,category,sale_price_usd_including_buyer_premium,winning_bid_usd,buyer_premium_rate,sale_date_utc,bid_count,city,state,vin,mileage,engine_hours,engine,displacement,fuel_type,transmission,axles,suspension,brakes,gvwr,wheelbase,full_description,downloaded_image_count,available_image_count,image_paths,source,source_url
DV8563,box_truck,2002,Isuzu,NPR,Box Truck,4730.0,4300.0,0.1,2026-08-26,29,West Des Moines,IA,JALC4B14727000651,207769,,,4.75L,Diesel,,Single,Spring,Hydraulic,"14,500 lbs",,"2002 Isuzu NPR box truck
- Miles: 207,769 on odometer
- VIN: JALC4B14727000651
Engine- Isuzu 4HE1-XS
- Displacement: 4.75L
- Cylinders: 4
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 14,500 lbs
Interior- AC, Heat
Features- Bed- Box bed
- Morgan
- Length: 198""
- Width: 8'
- Floor: Wood
- Slider ramp 25""

Tires- Size: 215/85R16
- Brand: Firestone
Iowa title
Title distribution may be delayed up to 14 days from verification of funds.",6,64,images/DV8563/DV8563.JPG|images/DV8563/DV8563M.JPG|images/DV8563/DV8563Y.JPG|images/DV8563/DV8563ZL.JPG|images/DV8563/DV8563ZX.JPG|images/DV8563/DV8563ZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260826/item/DV8563
EW8631,box_truck,1998,Ford,E350 Super Duty,Box Truck,605.0,550.0,0.1,2026-08-26,15,Geronimo,OK,1FDWE37S2WHB59855,238318,,,,Gas,,Single,Spring,Hydraulic,"11,500 lbs",,"1998 Ford E350 Super Duty box truck
- Miles: 238,318 on odometer
- VIN: 1FDWE37S2WHB59855
Engine- Cylinders: 8
- Fuel type: Gas
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 11,500 lbs
Interior- AC, Heat
Features- Bed- Box bed
- Length: 14' 6""
- Width: 8'
- Height: 7' 1""
- Floor: Aluminum

Tires- Size: 225/75R16
Notes- Contents are included
- Non-operational fuel pump
- Unit must be towed or hauled
- Non-operational unit
Oklahoma title
Title distribution may be delayed up to 14 days from verification of funds.",6,94,images/EW8631/EW8631.JPG|images/EW8631/EW8631S.JPG|images/EW8631/EW8631ZK.JPG|images/EW8631/EW8631ZZD.JPG|images/EW8631/EW8631ZZV.JPG|images/EW8631/EW8631ZZZO.JPG,Purple Wave,https://www.purplewave.com/auction/260826/item/EW8631
FC3266,box_truck,2018,Freightliner,Business Class M2,Box Truck,12100.0,11000.0,0.1,2026-08-26,19,Monteagle,TN,3ALACWFD7JDJP0930,354665,10381,,6.7L,Diesel,,Single,Spring,Hydraulic,"26,000 lbs",,"2018 Freightliner Business Class M2 box truck
- Miles: 354,665 on odometer
- Hours: 10,381 on meter
- VIN: 3ALACWFD7JDJP0930
Engine- Cummins B6.7
- Serial: 21036881
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 26,000 lbs
Interior- AC, Heat
- Power locks
- Cruise control
Features- Bed- Box bed
- Morgan GVFD09726B17F
- Serial: PM41645-012
- Length: 26' 6""
- Width: 102""
- Height: 8' 6""
- E-track rail system
- Floor: Wood
- Slider ramp 26""
- End gate lift
- Maxon

Tires- Size: 295/75R22.5
Notes- Dash warning indicator: Check engine, Fault codes
- Windshield chipped or cracked
- Engine issues, cranks but does not start
- Unit must be towed or hauled
- Unknown operating condition
Missouri title
Title distribution may be delayed up to 30 days from verification of funds.",6,90,images/FC3266/FC3266.JPG|images/FC3266/FC3266R.JPG|images/FC3266/FC3266ZJ.JPG|images/FC3266/FC3266ZZA.JPG|images/FC3266/FC3266ZZS.JPG|images/FC3266/FC3266ZZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260826/item/FC3266
DV4363,box_truck,1999,Ford,E350,Box Truck,577.5,525.0,0.1,2026-08-26,8,Jackson,TN,1FDWE37LXXHA83117,240834,,,5.4L,Gas,,Single,Spring,Hydraulic,,,"1999 Ford E350 box truck
- Miles: 240,834 on odometer
- VIN: 1FDWE37LXXHA83117
Engine- Displacement: 5.4L
- Cylinders: 8
- Fuel type: Gas
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
Interior- AC, Heat
Features- Bed- Box bed
- Length: 15' 6""
- Width: 7' 8""
- Height: 6' 7""
- Floor: Wood

Tires- Size: 225/75R16
Notes- Maxon end gate lift included- Parts may be missing

- Dash warning indicator: Airbag, Service engine soon
- Box bed damaged, holes in floor and walls
Tennessee title
Title distribution may be delayed up to 14 days from verification of funds.",6,93,images/DV4363/DV4363.JPG|images/DV4363/DV4363R.JPG|images/DV4363/DV4363ZK.JPG|images/DV4363/DV4363ZZC.JPG|images/DV4363/DV4363ZZV.JPG|images/DV4363/DV4363ZZZN.JPG,Purple Wave,https://www.purplewave.com/auction/260826/item/DV4363
FT6110,box_truck,2015,Mitsubishi Fuso,FE130,Box Truck,7700.0,7000.0,0.1,2026-08-26,22,Moscow Mills,MO,JL6AMH1A1FK000236,110446,,Windshield chipped or cracked,3.0L,Diesel,,Single,Spring,Hydraulic,"13,200 lbs",,"2015 Mitsubishi Fuso FE130 box truck
- Miles: 110,446 on odometer
- VIN: JL6AMH1A1FK000236
Engine- FPT
- Displacement: 3.0L
- Cylinders: 4
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 13,200 lbs
Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
Features- Bed- Box bed
- Morgan GVSD09118FT
- Serial: MWI59999-001
- Length: 18' 6""
- Width: 96""
- Height: 96""
- E-track rail system
- Floor: Wood
- End gate lift
- Maxon
- Capacity: 2,000 lbs

Tires- Size: 215/85R16
Notes- Dash warning indicator: Check engine
- Windshield chipped or cracked
Missouri title
Seller is a Missouri licensed motor vehicle dealer. The buyer may be required to pay sales tax and/or registration fees to the dealer prior to taking possession. Buyers may be required to provide identification to the licensed dealer to comply with state laws. Title will be assigned and distributed by the dealer. Please contact the seller for distribution questions.
Title distribution may be delayed up to 30 days from verification of funds.",6,90,images/FT6110/FT6110.JPG|images/FT6110/FT6110R.JPG|images/FT6110/FT6110ZJ.JPG|images/FT6110/FT6110ZZA.JPG|images/FT6110/FT6110ZZS.JPG|images/FT6110/FT6110ZZZK.JPG,Purple Wave,https://www.purplewave.com/auction/260826/item/FT6110
EW8616,box_truck,2010,Hino,268,Box Truck,6820.0,6200.0,0.1,2026-08-26,29,Lawton,OK,5PVNE8JV4A4S51596,262217,,,7.6L,Diesel,,Single,Spring,Hydraulic,"25,950 lbs",,"2010 Hino 268 box truck
- Miles: 262,217 on odometer
- VIN: 5PVNE8JV4A4S51596
Engine- Hino Motors, Ltd J08E-TV
- Displacement: 7.6L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 25,950 lbs
Interior- AC, Heat
- Cruise control
Features- Bed- Box bed
- Model: SVA240103102
- Serial: 90210201
- Length: 24' 7""
- Width: 8' 6""
- Height: 9'
- E-track rail system
- Floor: Wood
- Width: 72""
- End gate lift
- MAXON 72-25
- Capacity: 2,500 lbs

Tires- Size: 11R22.5
Notes- Windshield chipped or cracked
- Hood hinges broken
- Non-operational  end gate lift
- End gate lift hydraulic leak
Oklahoma title
Title distribution may be delayed up to 30 days from verification of funds.",6,105,images/EW8616/EW8616.JPG|images/EW8616/EW8616U.JPG|images/EW8616/EW8616ZP.JPG|images/EW8616/EW8616ZZJ.JPG|images/EW8616/EW8616ZZZE.JPG|images/EW8616/EW8616ZZZZ.JPG,Purple Wave,https://www.purplewave.com/auction/260826/item/EW8616
EG9318,box_truck,2006,GMC,Savana 3500,Box Truck,4510.0,4100.0,0.1,2026-08-26,36,Collinsville,OK,1GDJG31U561152518,192221,,,6.0L,Gas,,Single,Spring,Hydraulic,,,"2006 GMC Savana 3500 box truck
- Miles: 192,221 on odometer
- VIN: 1GDJG31U561152518
Engine- Displacement: 6.0L
- Cylinders: 8
- Fuel type: Gas
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
Interior- AC, Heat
- Cruise control
Features- Bed- Box bed
- Supreme Corp
- Serial: 60270051
- Length: 14' 6""
- Width: 96""
- Height: 90""
- Floor: Wood

Tires- Size: LT225/75R16
Notes- Dash warning indicator: ABS
Oklahoma title
Title distribution may be delayed up to 30 days from verification of funds.",6,70,images/EG9318/EG9318.JPG|images/EG9318/EG9318N.JPG|images/EG9318/EG9318ZB.JPG|images/EG9318/EG9318ZO.JPG|images/EG9318/EG9318ZZC.JPG|images/EG9318/EG9318ZZQ.JPG,Purple Wave,https://www.purplewave.com/auction/260826/item/EG9318
YA2223,box_truck,2019,International,4300,Box Truck,7370.0,6700.0,0.1,2026-08-20,45,Anderson,CA,3HAMMMML5KL386126,,,,6.7L,Diesel,,Single,Air,Air,"25,999 lbs","272""","2019 International 4300 box truck
- Miles: Unknown
- VIN: 3HAMMMML5KL386126
- Unit #: 76227015
Engine- Cummins B 6.7
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
- HP: 220
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Air
- Brakes: Air
- GVWR: 25,999 lbs
- Wheelbase: 272""
Interior- AC, Heat
- Cruise control
Features- Bed- Box bed
- Morgan CVMD10326102
- Serial: M0R03603-005
- Length: 27' 2""
- Width: 8' 5""
- Height: 13'
- E-track rail system
- Floor: Wood
- Slider ramp 24""
- End gate lift
- Waltco HLF-30
- Capacity: 3,000 lbs

Tires- Size: 295/75R22.5
Notes- Batteries missing
- Dash partially disassembled- Parts may be missing

- Unknown operating condition of liftgate
- Unknown operating condition- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Buyer responsible for all aspects of state emissions compliance
Lender owned. Item condition and history are unknown. No additional information is available.
Titles will be distributed after confirmation of payment and removal.
Indiana title
Mileage has not been verified. Odometer discrepancy will be marked on the title.
Title distribution may be delayed up to 30 days from verification of funds.",6,96,images/YA2223/YA2223.JPG|images/YA2223/YA2223S.JPG|images/YA2223/YA2223ZL.JPG|images/YA2223/YA2223ZZE.JPG|images/YA2223/YA2223ZZX.JPG|images/YA2223/YA2223ZZZQ.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/YA2223
FC3250,box_truck,2012,Freightliner,Business Class M2,Box Truck,5720.0,5200.0,0.1,2026-08-20,38,Kent,OH,1FVACXDTXCDBU2854,445596,7947,,6.7L,Diesel,,Single,Spring,Hydraulic,"33,000 lbs",,"2012 Freightliner Business Class M2 box truck
- Miles: 445,596 on odometer
- Hours: 7,947 on meter
- VIN: 1FVACXDTXCDBU2854
Engine- Cummins  ISB
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- PTO
- GVWR: 33,000 lbs
Interior- AC, Heat
- Heated mirrors
- Cruise control
Features- Bed- Box bed
- Morgan GVSD09724102
- Serial: MPM12682-001
- Length: 24' 5""
- Width: 102""
- Height: 8' 6""
- E-track rail system
- Floor: Wood
- End gate lift

- Liquid Controls Corp. M-7-1 petroleum pump- Serial: 396212
- GPM: 10-100
- Max PSI: 150

Tires- Size: 11R22.5
Notes- Unknown operating condition of petroleum pump
Ohio title
Title distribution may be delayed up to 30 days from verification of funds.",6,85,images/FC3250/FC3250.JPG|images/FC3250/FC3250Q.JPG|images/FC3250/FC3250ZH.JPG|images/FC3250/FC3250ZX.JPG|images/FC3250/FC3250ZZO.JPG|images/FC3250/FC3250ZZZF.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/FC3250
EA7319,box_truck,2016,International,4300,Box Truck,19250.0,17500.0,0.1,2026-08-20,53,Houston,TX,3HAMMMML5GL733915,266261,9943,,5.9L,Diesel,,Single,Air,Air,"25,999 lbs",,"2016 International 4300 box truck
- Miles: 266,261 on odometer
- Hours: 9,943 on meter
- VIN: 3HAMMMML5GL733915
Engine- Cummins ISB
- Displacement: 5.9L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Air
- Brakes: Air
- GVWR: 25,999 lbs
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
Features- Bed- Box bed
- Morgan
- Length: 26'
- Width: 8'
- Height: 8'
- E-track rail system
- Floor: Wood
- End gate lift

Tires- Size: 11R22.5
- Brand: Bridgestone
Texas title
Title distribution may be delayed up to 14 days from verification of funds.",6,91,images/EA7319/EA7319.JPG|images/EA7319/EA7319R.JPG|images/EA7319/EA7319ZJ.JPG|images/EA7319/EA7319ZZB.JPG|images/EA7319/EA7319ZZT.JPG|images/EA7319/EA7319ZZZL.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/EA7319
FC3251,box_truck,2014,Freightliner,Business Class M2,Box Truck,7810.0,7100.0,0.1,2026-08-20,47,Kent,OH,3ALACXDT3EDFS5763,330644,1337,,6.7L,Diesel,,Single,Spring,Hydraulic,"33,000 lbs",,"2014 Freightliner Business Class M2 box truck
- Miles: 330,644 on odometer
- Hours: 1,337 on meter
- VIN: 3ALACXDT3EDFS5763
Engine- Cummins ISB
- Serial: 3050841
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- PTO
- GVWR: 33,000 lbs
Interior- AC, Heat
- Heated mirrors
- Cruise control
Features- Bed- Box bed
- Length: 24' 5""
- Width: 102""
- Height: 8' 6""
- E-track rail system
- Floor: Wood
- End gate lift

- Liquid Controls Corp. M-7-1 petroleum pump- Serial: 479874
- GPM: 10-100
- Max PSI: 150

Tires- Size: 11R22.5
Notes- Unknown operating condition of petroleum pump
Ohio title
Title distribution may be delayed up to 30 days from verification of funds.",6,87,images/FC3251/FC3251.JPG|images/FC3251/FC3251Q.JPG|images/FC3251/FC3251ZH.JPG|images/FC3251/FC3251ZZ.JPG|images/FC3251/FC3251ZZQ.JPG|images/FC3251/FC3251ZZZH.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/FC3251
EL2527,box_truck,2016,Freightliner,Business Class M2,Box Truck,13200.0,12000.0,0.1,2026-08-20,63,Glendale,AZ,3ALACWDT5GDGX4964,303759,20163,,6.7L,Diesel,,Single,Air,Air,"26,000 lbs","270""","2016 Freightliner Business Class M2 box truck
- Miles: 303,759 on odometer
- Hours: 20,163 on meter
- VIN: 3ALACWDT5GDGX4964
- Unit #: 37
Engine- Cummins ISB6.7
- Serial: 58508812
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
- HP: 280
Transmission- Allison 2500
- Automatic
Chassis- Axles: Single
- Suspension: Air
- Brakes: Air
- GVWR: 26,000 lbs
- Wheelbase: 270""
Interior- AC, Heat
- Heated mirrors
- Power windows
- Cruise control
Features- Bed- Box bed
- Morgan GVMD10926102
- Serial: MAZ42188-001
- Length: 26'
- Width: 102""
- Height: 92""
- E-track rail system
- Floor: Steel, Wood
- End gate lift
- Maxon GPT
- Capacity: 3,000 lbs

Tires- Size: 11R22.5
Notes- Windshield chipped or cracked
- Oil leak
Arizona title
Title distribution may be delayed up to 30 days from verification of funds.",6,88,images/EL2527/EL2527.JPG|images/EL2527/EL2527Q.JPG|images/EL2527/EL2527ZI.JPG|images/EL2527/EL2527ZZ.JPG|images/EL2527/EL2527ZZR.JPG|images/EL2527/EL2527ZZZI.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/EL2527
YA3663,box_truck,2018,International,4300,Box Truck,9790.0,8900.0,0.1,2026-08-20,40,Fairfield,CA,3HAMMMMN9JL543284,195433,7475,"Possible ignition cylinder issues, not secure",6.7L,Diesel,,Tandem,Air,Air,"33,000 lbs",,"2018 International 4300 box truck
- Miles: 195,433 on odometer
- Hours: 7,475 on meter
- VIN: 3HAMMMMN9JL543284
- Unit #: 54813046
Engine- Cummins B6.7
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
- HP: 240
Transmission- Automated manual
Chassis- Axles: Tandem
- Suspension: Air
- Brakes: Air
- GVWR: 33,000 lbs
Interior- AC, Heat
- Heated mirrors
- Cruise control
Features- Bed- Box bed
- Supreme Corporation H0101266
- Serial: VFPEN260103102
- Length: 26'
- Width: 8' 2""
- Height: 8' 6""
- E-track rail system
- Floor: Wood
- End gate lift
- Waltco WDV45G2
- Capacity: 4,000 lbs

Tires- Size: 11R22.5
Notes- Rear door issues, will not close
- Dash warning indicator: Check engine
- Possible ignition cylinder issues, not secure
Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Lender owned. Item condition and history are unknown. No additional information is available.
Buyer responsible for all aspects of state emissions compliance
Titles will be distributed after confirmation of payment and removal.
California title
Title distribution may be delayed up to 30 days from verification of funds.",6,87,images/YA3663/YA3663.JPG|images/YA3663/YA3663Q.JPG|images/YA3663/YA3663ZH.JPG|images/YA3663/YA3663ZZ.JPG|images/YA3663/YA3663ZZQ.JPG|images/YA3663/YA3663ZZZH.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/YA3663
YA3132,box_truck,2015,Hino,268,Box Truck,8800.0,8000.0,0.1,2026-08-20,34,Charles City,VA,5PVNJ8JP6F4S51281,169131,,,7.6L,Diesel,,Single,Spring,Air,"25,950 lbs",,"2015 Hino 268 box truck
- Miles: 169,131 on odometer
- VIN: 5PVNJ8JP6F4S51281
- Unit #: 45735336
Engine- Hino Motors J08E-VC
- Displacement: 7.6L
- Cylinders: 6
- Fuel type: Diesel
- HP: 220
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Air
- GVWR: 25,950 lbs
Interior- AC, Heat
- Heated mirrors
- Power windows, Power locks
- Cruise control
Features- Bed- Box bed
- Supreme
- Serial: SVF20091096
- Length: 20'
- Width: 96""
- Height: 99""
- E-track rail system
- Floor: Wood
- End gate lift
- Waltco BZ33
- Capacity: 3,300 lbs

Tires- Size: 11R22.5
Notes- Windshield chipped or cracked
- Jump start required during on-site data collection
Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Lender owned. Item condition and history are unknown. No additional information is available.
Titles will be distributed after confirmation of payment and removal.
Indiana title
Title distribution may be delayed up to 30 days from verification of funds.",6,82,images/YA3132/YA3132.JPG|images/YA3132/YA3132P.JPG|images/YA3132/YA3132ZF.JPG|images/YA3132/YA3132ZW.JPG|images/YA3132/YA3132ZZM.JPG|images/YA3132/YA3132ZZZC.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/YA3132
YA2231,box_truck,2019,Freightliner,Business Class M2,Box Truck,4180.0,3800.0,0.1,2026-08-20,17,Helena,MT,3ALACWFC2KDLJ6434,423141,,,6.7L,Diesel,,Single,Spring,Air,"26,000 lbs",,"2019 Freightliner Business Class M2 box truck
- Miles: 423,141 on odometer
- VIN: 3ALACWFC2KDLJ6434
- Unit #: 76427265
Engine- Cummins B6.7
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Air
- GVWR: 26,000 lbs
Interior- AC, Heat
- Heated mirrors
- Power windows
- Cruise control
Features- Bed- Box bed
- Morgan
- E-track rail system
- Floor: Wood
- End gate lift
- Maxon

Tires- Size: 295/75R22.5
Notes- Possible engine issues, knocks
- Unknown operating condition- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Titles will be distributed after confirmation of payment and removal.
Indiana title
Title distribution may be delayed up to 30 days from verification of funds.",6,35,images/YA2231/YA2231.JPG|images/YA2231/YA2231G.JPG|images/YA2231/YA2231N.JPG|images/YA2231/YA2231T.JPG|images/YA2231/YA2231ZA.JPG|images/YA2231/YA2231ZH.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/YA2231
YA3412,box_truck,2019,International,4300,Box Truck,2035.0,1850.0,0.1,2026-08-20,20,Greenwell Springs,LA,1HTMMMML5KH327258,,,Non-operational unit- Unit must be towed or hauled,6.7L,Diesel,,Single,Air,Air,"25,999 lbs","242""","2019 International 4300 box truck
- Miles: Unknown
- VIN: 1HTMMMML5KH327258
- Unit #: 51775146
Engine- Cummins B6.7
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Air
- Brakes: Air
- GVWR: 25,999 lbs
- Wheelbase: 242""
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
Features- Bed- Box bed
- Morgan
- Length: 26'
- Width: 8'
- Height: 8'
- E-track rail system
- Floor: Wood
- End gate lift
- Waltco HLF-30
- Capacity: 3,000 lbs

Tires- Size: 295/75R22.5
- Brand: Falken
Notes- Dead battery
- Possible electrical issues
- Engine seized
- Non-operational engine
- Non-operational unit- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Lender owned. Item condition and history are unknown. No additional information is available.
Titles will be distributed after confirmation of payment and removal.
North Carolina title
Mileage has not been verified. Odometer discrepancy will be marked on the title.
Title distribution may be delayed up to 30 days from verification of funds.",6,96,images/YA3412/YA3412.JPG|images/YA3412/YA3412S.JPG|images/YA3412/YA3412ZL.JPG|images/YA3412/YA3412ZZE.JPG|images/YA3412/YA3412ZZX.JPG|images/YA3412/YA3412ZZZQ.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/YA3412
ED5143,box_truck,2019,Ford,E350,Box Truck,6600.0,6000.0,0.1,2026-08-20,43,San Antonio,TX,1FDWE3F6XKDC38891,202019,,Windshield chipped or cracked,6.2L,Gas,,Single,Spring,Hydraulic,"12,500 lbs","176""","2019 Ford E350 box truck
- Miles: 202,019 on odometer
- VIN: 1FDWE3F6XKDC38891
- Unit #: 366
Engine- Displacement: 6.2L
- Cylinders: 8
- Fuel type: Gas
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Hydraulic
- GVWR: 12,500 lbs
- Wheelbase: 176""
Interior- AC, Heat
- Cruise control
- Backup camera
Features- Bed- Box bed
- Supreme DFB016085096
- Serial: 0301025
- Length: 16'
- Width: 94""
- Height: 85""
- E-track rail system
- Floor: Wood
- End gate lift
- Tommy Gate

Tires- Size: 225/75R16
Notes- Dash warning indicator: Check engine
- Windshield chipped or cracked
- Jump start required during on-site data collection
- Non-operational Lift gate
South Carolina title
Title distribution may be delayed up to 30 days from verification of funds.",6,77,images/ED5143/ED5143.JPG|images/ED5143/ED5143O.JPG|images/ED5143/ED5143ZD.JPG|images/ED5143/ED5143ZT.JPG|images/ED5143/ED5143ZZI.JPG|images/ED5143/ED5143ZZX.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/ED5143
YA2610,box_truck,2020,Freightliner,Business Class M2,Box Truck,5170.0,4700.0,0.1,2026-08-20,20,Brookhaven,NY,3ALACWFB4LDLY7210,4642,,,5.1L,Diesel,,Single,Air,Air,"26,000 lbs",,"2020 Freightliner Business Class M2 box truck
- Miles: 4,642 on odometer
- Miles: Actual unknown
- VIN: 3ALACWFB4LDLY7210
- Unit #: 78591985
Engine- Detroit Diesel DD15
- Displacement: 5.1L
- Cylinders: 4
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Air
- Brakes: Air
- GVWR: 26,000 lbs
Interior- AC, Heat
- Power windows
- Cruise control
Features- Bed- Box bed
- Morgan GVSD10326102
- Serial: PD06775-002
- End gate lift
- Maxon

Tires- Size: 295/75R22.5
Notes- Unknown operating condition- Unit must be towed or hauled

Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS 
Lender owned. Item condition and history are unknown. No additional information is available.
Titles will be distributed after confirmation of payment and removal.
New York title
Mileage has not been verified. Odometer discrepancy will be marked on the title.
Title distribution may be delayed up to 30 days from verification of funds.",6,43,images/YA2610/YA2610.JPG|images/YA2610/YA2610H.JPG|images/YA2610/YA2610Q.JPG|images/YA2610/YA2610Y.JPG|images/YA2610/YA2610ZH.JPG|images/YA2610/YA2610ZP.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/YA2610
YA2502,box_truck,2018,International,4300,Box Truck,4730.0,4300.0,0.1,2026-08-20,51,Brookhaven,NY,1HTMMMML7JH243800,180153,10470,Windshield chipped or cracked,6.7L,Diesel,,Single,Spring,Air,"25,999 lbs",,"2018 International 4300 box truck
- Miles: 180,153 on odometer
- Hours: 10,470 on meter
- VIN: 1HTMMMML7JH243800
- Unit #: 77509975
Engine- Cummins B6.7
- Displacement: 6.7L
- Cylinders: 6
- Fuel type: Diesel
- HP: 250
Transmission- Automatic
Chassis- Axles: Single
- Suspension: Spring
- Brakes: Air
- GVWR: 25,999 lbs
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
- Backup camera
Features- Bed- Box bed
- Morgan GVMD09126096
- Serial: PM42139-005
- Length: 27' 7""
- Width: 8'
- Height: 7' 7""
- E-track rail system
- Floor: Wood
- End gate lift

Tires- Size: 11R22.5
Notes- Dash warning indicator: Check engine, Stop engine
- Windshield chipped or cracked
- Jump start required during on-site data collection
Repossessed item, stored at a secured facility 
Please review REQUIRED REMOVAL INSTRUCTIONS
Lender owned. Item condition and history are unknown. No additional information is available.
Titles will be distributed after confirmation of payment and removal.
New York title
Title distribution may be delayed up to 30 days from verification of funds.",6,82,images/YA2502/YA2502.JPG|images/YA2502/YA2502P.JPG|images/YA2502/YA2502ZF.JPG|images/YA2502/YA2502ZW.JPG|images/YA2502/YA2502ZZM.JPG|images/YA2502/YA2502ZZZC.JPG,Purple Wave,https://www.purplewave.com/auction/260820/item/YA2502
JM9501,box_truck,2006,International,7600,Box Truck,18150.0,16500.0,0.1,2026-08-18,27,Las Cruces,NM,1HTWYAHT06J187396,124663,8689,,10.8L,Diesel,,Tandem,Spring,Air,,,"2006 International 7600 box truck
- Miles: 124,663 on odometer
- Hours: 8,689 on meter
- VIN: 1HTWYAHT06J187396
- Unit #: 6313
Engine- Cummins ISM
- Displacement: 10.8L
- Cylinders: 6
- Fuel type: Diesel
Transmission- Automatic
Chassis- Axles: Tandem
- Suspension: Spring
- Brakes: Air
- PTO
Interior- AC, Heat
- Power windows, Power locks
- Cruise control
Features- Bed- Box bed
- Supreme corp
- Serial: VA22084096 50505881
- Length: 22' 5""
- Width: 7' 8""
- Height: 7' 8""
- Floor: Wood

Tires- Front: 425/65R22.5
- Rear: 11R22.5
Notes- Contents are included
- Possible AC issues, may need charged
- Dash warning indicator: Check engine, ABS
- Jump start required during on-site data collection
- Box bed damaged
New Mexico title
Title distribution may be delayed up to 14 days from verification of funds.",6,119,images/JM9501/JM9501.JPG|images/JM9501/JM9501X.JPG|images/JM9501/JM9501ZU.JPG|images/JM9501/JM9501ZZS.JPG|images/JM9501/JM9501ZZZP.JPG|images/JM9501/JM9501ZZZZN.JPG,Purple Wave,https://www.purplewave.com/auction/260818/item/JM9501
